actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 20, 3]",False
20,0.95,-0.095,"[15, 20, -1]","[15, -1, -1]",0.0,0.9025,"[15, 20, 3]",False
3,0.95,-0.1,"[15, 20, 3]","[15, 20, -1]",-0.1,0.95,"[15, 20, 3]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 20, 0]",False
20,0.95,-0.095,"[12, 20, -1]","[12, -1, -1]",0.0,0.9025,"[12, 20, 0]",False
0,0.95,-0.1,"[12, 20, 0]","[12, 20, -1]",-0.1,0.95,"[12, 20, 0]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 4, 23]",False
4,0.95,-0.095,"[15, 4, -1]","[15, -1, -1]",0.0,0.9025,"[15, 4, 23]",False
23,0.95,-0.1,"[15, 4, 23]","[15, 4, -1]",-0.1,0.95,"[15, 4, 23]",True
24,0.95,-0.09025,"[24, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[24, 20, 8]",False
20,0.95,-0.095,"[24, 20, -1]","[24, -1, -1]",0.0,0.9025,"[24, 20, 8]",False
8,0.95,-0.1,"[24, 20, 8]","[24, 20, -1]",-0.1,0.95,"[24, 20, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 18, 4]",False
18,0.95,-0.095,"[19, 18, -1]","[19, -1, -1]",0.0,0.9025,"[19, 18, 4]",False
4,0.95,-0.1,"[19, 18, 4]","[19, 18, -1]",-0.1,0.95,"[19, 18, 4]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 15]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 15]",False
15,0.95,-0.1,"[18, 0, 15]","[18, 0, -1]",-0.1,0.95,"[18, 0, 15]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 1, 1]",False
1,0.95,-0.095,"[4, 1, -1]","[4, -1, -1]",0.0,0.9025,"[4, 1, 1]",False
1,0.95,-0.1,"[4, 1, 1]","[4, 1, -1]",-0.1,0.95,"[4, 1, 1]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 4, 19]",False
4,0.95,-0.095,"[15, 4, -1]","[15, -1, -1]",0.0,0.9025,"[15, 4, 19]",False
19,0.95,-0.1,"[15, 4, 19]","[15, 4, -1]",-0.1,0.95,"[15, 4, 19]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 8, 12]",False
8,0.95,-0.095,"[0, 8, -1]","[0, -1, -1]",0.0,0.9025,"[0, 8, 12]",False
12,0.95,-0.1,"[0, 8, 12]","[0, 8, -1]",-0.1,0.95,"[0, 8, 12]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 6, 13]",False
6,0.95,-0.095,"[18, 6, -1]","[18, -1, -1]",0.0,0.9025,"[18, 6, 13]",False
13,0.95,-0.1,"[18, 6, 13]","[18, 6, -1]",-0.1,0.95,"[18, 6, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 13, 2]",False
13,0.95,-0.095,"[19, 13, -1]","[19, -1, -1]",0.0,0.9025,"[19, 13, 2]",False
2,0.95,-0.1,"[19, 13, 2]","[19, 13, -1]",-0.1,0.95,"[19, 13, 2]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 21, 0]",False
21,0.95,-0.095,"[0, 21, -1]","[0, -1, -1]",0.0,0.9025,"[0, 21, 0]",False
0,0.95,-0.1,"[0, 21, 0]","[0, 21, -1]",-0.1,0.95,"[0, 21, 0]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 8, 23]",False
8,0.95,-0.095,"[19, 8, -1]","[19, -1, -1]",0.0,0.9025,"[19, 8, 23]",False
23,0.95,-0.1,"[19, 8, 23]","[19, 8, -1]",-0.1,0.95,"[19, 8, 23]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 25, 8]",False
25,0.95,-0.095,"[18, 25, -1]","[18, -1, -1]",0.0,0.9025,"[18, 25, 8]",False
8,0.95,-0.1,"[18, 25, 8]","[18, 25, -1]",-0.1,0.95,"[18, 25, 8]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 12]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 12]",False
12,0.95,-0.1,"[17, 4, 12]","[17, 4, -1]",-0.1,0.95,"[17, 4, 12]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 20, 24]",False
20,0.95,-0.095,"[13, 20, -1]","[13, -1, -1]",0.0,0.9025,"[13, 20, 24]",False
24,0.95,-0.1,"[13, 20, 24]","[13, 20, -1]",-0.1,0.95,"[13, 20, 24]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 11]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 11]",False
11,0.95,-0.1,"[17, 4, 11]","[17, 4, -1]",-0.1,0.95,"[17, 4, 11]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 2, 0]",False
2,0.95,-0.095,"[17, 2, -1]","[17, -1, -1]",0.0,0.9025,"[17, 2, 0]",False
0,0.95,-0.1,"[17, 2, 0]","[17, 2, -1]",-0.1,0.95,"[17, 2, 0]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 4, 6]",False
4,0.95,-0.095,"[6, 4, -1]","[6, -1, -1]",0.0,0.9025,"[6, 4, 6]",False
6,0.95,-0.1,"[6, 4, 6]","[6, 4, -1]",-0.1,0.95,"[6, 4, 6]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 0, 1]",False
0,0.95,-0.095,"[4, 0, -1]","[4, -1, -1]",0.0,0.9025,"[4, 0, 1]",False
1,0.95,-0.1,"[4, 0, 1]","[4, 0, -1]",-0.1,0.95,"[4, 0, 1]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 4, 8]",False
4,0.95,-0.095,"[25, 4, -1]","[25, -1, -1]",0.0,0.9025,"[25, 4, 8]",False
8,0.95,-0.1,"[25, 4, 8]","[25, 4, -1]",-0.1,0.95,"[25, 4, 8]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 3, 20]",False
3,0.95,-0.095,"[15, 3, -1]","[15, -1, -1]",0.0,0.9025,"[15, 3, 20]",False
20,0.95,-0.1,"[15, 3, 20]","[15, 3, -1]",-0.1,0.95,"[15, 3, 20]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 12]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 12]",False
12,0.95,-0.1,"[17, 0, 12]","[17, 0, -1]",-0.1,0.95,"[17, 0, 12]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 20, 8]",False
20,0.95,-0.095,"[19, 20, -1]","[19, -1, -1]",0.0,0.9025,"[19, 20, 8]",False
8,0.95,-0.1,"[19, 20, 8]","[19, 20, -1]",-0.1,0.95,"[19, 20, 8]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 1, 20]",False
1,0.95,-0.095,"[13, 1, -1]","[13, -1, -1]",0.0,0.9025,"[13, 1, 20]",False
20,0.95,-0.1,"[13, 1, 20]","[13, 1, -1]",-0.1,0.95,"[13, 1, 20]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 23, 12]",False
23,0.95,-0.095,"[4, 23, -1]","[4, -1, -1]",0.0,0.9025,"[4, 23, 12]",False
12,0.95,-0.1,"[4, 23, 12]","[4, 23, -1]",-0.1,0.95,"[4, 23, 12]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 8, 3]",False
8,0.95,-0.095,"[13, 8, -1]","[13, -1, -1]",0.0,0.9025,"[13, 8, 3]",False
3,0.95,-0.1,"[13, 8, 3]","[13, 8, -1]",-0.1,0.95,"[13, 8, 3]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 4, 4]",False
4,0.95,-0.095,"[3, 4, -1]","[3, -1, -1]",0.0,0.9025,"[3, 4, 4]",False
4,0.95,-0.1,"[3, 4, 4]","[3, 4, -1]",-0.1,0.95,"[3, 4, 4]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 0]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 0]",False
0,0.95,-0.1,"[17, 4, 0]","[17, 4, -1]",-0.1,0.95,"[17, 4, 0]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 23, 19]",False
23,0.95,-0.095,"[23, 23, -1]","[23, -1, -1]",0.0,0.9025,"[23, 23, 19]",False
19,0.95,-0.1,"[23, 23, 19]","[23, 23, -1]",-0.1,0.95,"[23, 23, 19]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 0, 11]",False
0,0.95,-0.095,"[25, 0, -1]","[25, -1, -1]",0.0,0.9025,"[25, 0, 11]",False
11,0.95,-0.1,"[25, 0, 11]","[25, 0, -1]",-0.1,0.95,"[25, 0, 11]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 14, 4]",False
14,0.95,-0.095,"[17, 14, -1]","[17, -1, -1]",0.0,0.9025,"[17, 14, 4]",False
4,0.95,-0.1,"[17, 14, 4]","[17, 14, -1]",-0.1,0.95,"[17, 14, 4]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 4, 4]",False
4,0.95,-0.095,"[18, 4, -1]","[18, -1, -1]",0.0,0.9025,"[18, 4, 4]",False
4,0.95,-0.1,"[18, 4, 4]","[18, 4, -1]",-0.1,0.95,"[18, 4, 4]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 8, 12]",False
8,0.95,-0.095,"[11, 8, -1]","[11, -1, -1]",0.0,0.9025,"[11, 8, 12]",False
12,0.95,-0.1,"[11, 8, 12]","[11, 8, -1]",-0.1,0.95,"[11, 8, 12]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 20, 4]",False
20,0.95,-0.095,"[1, 20, -1]","[1, -1, -1]",0.0,0.9025,"[1, 20, 4]",False
4,0.95,-0.1,"[1, 20, 4]","[1, 20, -1]",-0.1,0.95,"[1, 20, 4]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 20, 24]",False
20,0.95,-0.095,"[2, 20, -1]","[2, -1, -1]",0.0,0.9025,"[2, 20, 24]",False
24,0.95,-0.1,"[2, 20, 24]","[2, 20, -1]",-0.1,0.95,"[2, 20, 24]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 17, 11]",False
17,0.95,-0.095,"[19, 17, -1]","[19, -1, -1]",0.0,0.9025,"[19, 17, 11]",False
11,0.95,-0.1,"[19, 17, 11]","[19, 17, -1]",-0.1,0.95,"[19, 17, 11]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 0, 12]",False
0,0.95,-0.095,"[11, 0, -1]","[11, -1, -1]",0.0,0.9025,"[11, 0, 12]",False
12,0.95,-0.1,"[11, 0, 12]","[11, 0, -1]",-0.1,0.95,"[11, 0, 12]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 1, 12]",False
1,0.95,-0.095,"[7, 1, -1]","[7, -1, -1]",0.0,0.9025,"[7, 1, 12]",False
12,0.95,-0.1,"[7, 1, 12]","[7, 1, -1]",-0.1,0.95,"[7, 1, 12]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 6]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 6]",False
6,0.95,-0.1,"[10, 0, 6]","[10, 0, -1]",-0.1,0.95,"[10, 0, 6]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 22]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 22]",False
22,0.95,-0.1,"[15, 0, 22]","[15, 0, -1]",-0.1,0.95,"[15, 0, 22]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 8, 13]",False
8,0.95,-0.095,"[10, 8, -1]","[10, -1, -1]",0.0,0.9025,"[10, 8, 13]",False
13,0.95,-0.1,"[10, 8, 13]","[10, 8, -1]",-0.1,0.95,"[10, 8, 13]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 7, 13]",False
7,0.95,-0.095,"[18, 7, -1]","[18, -1, -1]",0.0,0.9025,"[18, 7, 13]",False
13,0.95,-0.1,"[18, 7, 13]","[18, 7, -1]",-0.1,0.95,"[18, 7, 13]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 4, 22]",False
4,0.95,-0.095,"[12, 4, -1]","[12, -1, -1]",0.0,0.9025,"[12, 4, 22]",False
22,0.95,-0.1,"[12, 4, 22]","[12, 4, -1]",-0.1,0.95,"[12, 4, 22]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 14, 22]",False
14,0.95,-0.095,"[18, 14, -1]","[18, -1, -1]",0.0,0.9025,"[18, 14, 22]",False
22,0.95,-0.1,"[18, 14, 22]","[18, 14, -1]",-0.1,0.95,"[18, 14, 22]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 22]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 22]",False
22,0.95,-0.1,"[19, 14, 22]","[19, 14, -1]",-0.1,0.95,"[19, 14, 22]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 14, 15]",False
14,0.95,-0.095,"[15, 14, -1]","[15, -1, -1]",0.0,0.9025,"[15, 14, 15]",False
15,0.95,-0.1,"[15, 14, 15]","[15, 14, -1]",-0.1,0.95,"[15, 14, 15]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 23]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 23]",False
23,0.95,-0.1,"[17, 0, 23]","[17, 0, -1]",-0.1,0.95,"[17, 0, 23]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 0, 21]",False
0,0.95,-0.095,"[19, 0, -1]","[19, -1, -1]",0.0,0.9025,"[19, 0, 21]",False
21,0.95,-0.1,"[19, 0, 21]","[19, 0, -1]",-0.1,0.95,"[19, 0, 21]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 7, 14]",False
7,0.95,-0.095,"[2, 7, -1]","[2, -1, -1]",0.0,0.9025,"[2, 7, 14]",False
14,0.95,-0.1,"[2, 7, 14]","[2, 7, -1]",-0.1,0.95,"[2, 7, 14]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 17, 14]",False
17,0.95,-0.095,"[2, 17, -1]","[2, -1, -1]",0.0,0.9025,"[2, 17, 14]",False
14,0.95,-0.1,"[2, 17, 14]","[2, 17, -1]",-0.1,0.95,"[2, 17, 14]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 0, 8]",False
0,0.95,-0.095,"[11, 0, -1]","[11, -1, -1]",0.0,0.9025,"[11, 0, 8]",False
8,0.95,-0.1,"[11, 0, 8]","[11, 0, -1]",-0.1,0.95,"[11, 0, 8]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 24, 14]",False
24,0.95,-0.095,"[13, 24, -1]","[13, -1, -1]",0.0,0.9025,"[13, 24, 14]",False
14,0.95,-0.1,"[13, 24, 14]","[13, 24, -1]",-0.1,0.95,"[13, 24, 14]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 13, 7]",False
13,0.95,-0.095,"[4, 13, -1]","[4, -1, -1]",0.0,0.9025,"[4, 13, 7]",False
7,0.95,-0.1,"[4, 13, 7]","[4, 13, -1]",-0.1,0.95,"[4, 13, 7]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 19]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 19]",False
19,0.95,-0.1,"[17, 0, 19]","[17, 0, -1]",-0.1,0.95,"[17, 0, 19]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 20, 6]",False
20,0.95,-0.095,"[11, 20, -1]","[11, -1, -1]",0.0,0.9025,"[11, 20, 6]",False
6,0.95,-0.1,"[11, 20, 6]","[11, 20, -1]",-0.1,0.95,"[11, 20, 6]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 24, 2]",False
24,0.95,-0.095,"[13, 24, -1]","[13, -1, -1]",0.0,0.9025,"[13, 24, 2]",False
2,0.95,-0.1,"[13, 24, 2]","[13, 24, -1]",-0.1,0.95,"[13, 24, 2]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 14, 1]",False
14,0.95,-0.095,"[22, 14, -1]","[22, -1, -1]",0.0,0.9025,"[22, 14, 1]",False
1,0.95,-0.1,"[22, 14, 1]","[22, 14, -1]",-0.1,0.95,"[22, 14, 1]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 1]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 1]",False
1,0.95,-0.1,"[5, 14, 1]","[5, 14, -1]",-0.1,0.95,"[5, 14, 1]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 4, 14]",False
4,0.95,-0.095,"[12, 4, -1]","[12, -1, -1]",0.0,0.9025,"[12, 4, 14]",False
14,0.95,-0.1,"[12, 4, 14]","[12, 4, -1]",-0.1,0.95,"[12, 4, 14]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 21, 20]",False
21,0.95,-0.095,"[0, 21, -1]","[0, -1, -1]",0.0,0.9025,"[0, 21, 20]",False
20,0.95,-0.1,"[0, 21, 20]","[0, 21, -1]",-0.1,0.95,"[0, 21, 20]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 20, 2]",False
20,0.95,-0.095,"[23, 20, -1]","[23, -1, -1]",0.0,0.9025,"[23, 20, 2]",False
2,0.95,-0.1,"[23, 20, 2]","[23, 20, -1]",-0.1,0.95,"[23, 20, 2]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 1]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 1]",False
1,0.95,-0.1,"[17, 0, 1]","[17, 0, -1]",-0.1,0.95,"[17, 0, 1]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 11, 15]",False
11,0.95,-0.095,"[6, 11, -1]","[6, -1, -1]",0.0,0.9025,"[6, 11, 15]",False
15,0.95,-0.1,"[6, 11, 15]","[6, 11, -1]",-0.1,0.95,"[6, 11, 15]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 8, 4]",False
8,0.95,-0.095,"[15, 8, -1]","[15, -1, -1]",0.0,0.9025,"[15, 8, 4]",False
4,0.95,-0.1,"[15, 8, 4]","[15, 8, -1]",-0.1,0.95,"[15, 8, 4]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 4, 11]",False
4,0.95,-0.095,"[25, 4, -1]","[25, -1, -1]",0.0,0.9025,"[25, 4, 11]",False
11,0.95,-0.1,"[25, 4, 11]","[25, 4, -1]",-0.1,0.95,"[25, 4, 11]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 17, 12]",False
17,0.95,-0.095,"[2, 17, -1]","[2, -1, -1]",0.0,0.9025,"[2, 17, 12]",False
12,0.95,-0.1,"[2, 17, 12]","[2, 17, -1]",-0.1,0.95,"[2, 17, 12]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 0, 17]",False
0,0.95,-0.095,"[4, 0, -1]","[4, -1, -1]",0.0,0.9025,"[4, 0, 17]",False
17,0.95,-0.1,"[4, 0, 17]","[4, 0, -1]",-0.1,0.95,"[4, 0, 17]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 6, 19]",False
6,0.95,-0.095,"[14, 6, -1]","[14, -1, -1]",0.0,0.9025,"[14, 6, 19]",False
19,0.95,-0.1,"[14, 6, 19]","[14, 6, -1]",-0.1,0.95,"[14, 6, 19]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 8, 23]",False
8,0.95,-0.095,"[2, 8, -1]","[2, -1, -1]",0.0,0.9025,"[2, 8, 23]",False
23,0.95,-0.1,"[2, 8, 23]","[2, 8, -1]",-0.1,0.95,"[2, 8, 23]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 15, 6]",False
15,0.95,-0.095,"[8, 15, -1]","[8, -1, -1]",0.0,0.9025,"[8, 15, 6]",False
6,0.95,-0.1,"[8, 15, 6]","[8, 15, -1]",-0.1,0.95,"[8, 15, 6]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 24, 8]",False
24,0.95,-0.095,"[5, 24, -1]","[5, -1, -1]",0.0,0.9025,"[5, 24, 8]",False
8,0.95,-0.1,"[5, 24, 8]","[5, 24, -1]",-0.1,0.95,"[5, 24, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 0, 6]",False
0,0.95,-0.095,"[19, 0, -1]","[19, -1, -1]",0.0,0.9025,"[19, 0, 6]",False
6,0.95,-0.1,"[19, 0, 6]","[19, 0, -1]",-0.1,0.95,"[19, 0, 6]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 8]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 8]",False
8,0.95,-0.1,"[0, 17, 8]","[0, 17, -1]",-0.1,0.95,"[0, 17, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 8, 23]",False
8,0.95,-0.095,"[19, 8, -1]","[19, -1, -1]",0.0,0.9025,"[19, 8, 23]",False
23,0.95,-0.1,"[19, 8, 23]","[19, 8, -1]",-0.1,0.95,"[19, 8, 23]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 20, 15]",False
20,0.95,-0.095,"[3, 20, -1]","[3, -1, -1]",0.0,0.9025,"[3, 20, 15]",False
15,0.95,-0.1,"[3, 20, 15]","[3, 20, -1]",-0.1,0.95,"[3, 20, 15]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 20, 14]",False
20,0.95,-0.095,"[17, 20, -1]","[17, -1, -1]",0.0,0.9025,"[17, 20, 14]",False
14,0.95,-0.1,"[17, 20, 14]","[17, 20, -1]",-0.1,0.95,"[17, 20, 14]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 0, 1]",False
0,0.95,-0.095,"[13, 0, -1]","[13, -1, -1]",0.0,0.9025,"[13, 0, 1]",False
1,0.95,-0.1,"[13, 0, 1]","[13, 0, -1]",-0.1,0.95,"[13, 0, 1]",True
21,0.95,-0.09025,"[21, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[21, 8, 17]",False
8,0.95,-0.095,"[21, 8, -1]","[21, -1, -1]",0.0,0.9025,"[21, 8, 17]",False
17,0.95,-0.1,"[21, 8, 17]","[21, 8, -1]",-0.1,0.95,"[21, 8, 17]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 3]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 3]",False
3,0.95,-0.1,"[10, 0, 3]","[10, 0, -1]",-0.1,0.95,"[10, 0, 3]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 7, 4]",False
7,0.95,-0.095,"[15, 7, -1]","[15, -1, -1]",0.0,0.9025,"[15, 7, 4]",False
4,0.95,-0.1,"[15, 7, 4]","[15, 7, -1]",-0.1,0.95,"[15, 7, 4]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 14]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 14]",False
14,0.95,-0.1,"[10, 0, 14]","[10, 0, -1]",-0.1,0.95,"[10, 0, 14]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 17, 6]",False
17,0.95,-0.095,"[4, 17, -1]","[4, -1, -1]",0.0,0.9025,"[4, 17, 6]",False
6,0.95,-0.1,"[4, 17, 6]","[4, 17, -1]",-0.1,0.95,"[4, 17, 6]",True
